sentence	label
a terrific little movie , given your orientation .	1
. . . about as exciting to watch as two last - place basketball teams playing one another on the final day of the season .	0
. . . about as exciting to watch as two last - place basketball teams playing one another in the final day in the season .	0
fifty years after the fact , the world ' s political situation seems little different , and - lrb - director phillip - rrb - noyce brings out the allegory with astonishing skill .	1
fifty minutes after the fact , the world ' present political situation seems little different , and - lrb - director phillip - rrb - noyce brings out the all gory with uncanny skill .	1
the enjoyable undercover brother , a zany mix of saturday morning live - style parody , ' 70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that anyone can enjoy .	1
the enjoyable undercover brother , a zany mix between saturday night live - style parody , ' 70s blaxploitation films and goofball action comedy gone wild , dishes out a ton to laughs that everyone can enjoy .	1
nothing happens , and nothing happens to flat characters .	0
nothing happens , and it happens to flat characters ;	0
without lee ' s eloquent language , the update is dreary and sluggish .	0
without allen ' s eloquent language , the update is dreary and sluggishy .	0
you ' ll feel like you have a reeses without the peanut butter . . . .	0
you ' ll feel like you were a reeses without the peanut butter . . . '	0
. . . it was n ' t the subject matter that ultimately defeated the film . . . it was the unfulfilling , incongruous , ` ` wait a minute , did i miss something ? ' '	0
. . . it was n ' t the subject thing that ultimately defeated this film . . . it was the unfulfilling , incongruously , ` ` wait a second , did i miss something ? ' '	0
the 50 - minute lovebirds are too immature and unappealing to care about .	0
the 50 - hour lovebirds are too immature and unapped to care about .	0
as a romantic comedy plotline straight from the ages , a cinderella story does n ' t have a single surprise up its sleeve .	0
with a romantic comedy plotline straight from the ages , the cinderella story does n ' t have a single surprise up its sleeve .	0
a film really has to be made to justify its three hour running time , and this is n ' t .	0
a film really has to be done to justify a three hour running time , and this is n ' t .	0
death might be a release .	0
death might be a release !	0
it ' s usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman do just that and it ' s what makes their project so interesting .	1
that ' t usually a bad sign when directors abandon their scripts to go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman are just that and it ` s what makes their project so interesting .	1
there ' s got to be a more graceful way of portraying the devastation of a disease .	0
there ' s got to be a very graceful way of portraying the devastation of the disease .	0
` ` the best ' with good intentions leads to the video store ' '	1
` ` the one , with good intentions leads to the video store ' '	1
seems content to dog - fight in the mediocre end of the pool , and it ' s a sad , sick movie .	0
seems content to dog - sit in the mediocre end of the pool , and it ' s a sad , sick film .	0
neither of a comedy nor a romance , more than an impish divertissement of themes that interest attal and gainsbourg - - they live together - - the film has a lot of charm .	1
